Formula,Stearic_Acid_%,Beeswax_%,Liquid_Paraffin_%,Lanolin_%,Triethanolamine_%,Sorbitol_%,Disodium_EDTA_%,Methylparaben_%,Propylene_Glycol_%,Propylparaben_%,Tween_80_%,Water_%,Perfume_%,Viscosity_cps,pH,Spreadability_cm,Washability_sec,HLB,Stability,Data_Source,Evidence_DOI
F0302,12.9059,1.9702,18.787,3.0911,2.2423,1.8005,2.0695,0.0422,3.9237,0.0213,1.9567,50.3328,0.8567,2269.5,6.07,8.27,7.4,11.95,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0303,15.1613,1.7264,20.425,2.8643,1.8113,1.7423,1.8524,0.0377,3.3569,0.0169,1.6423,48.4628,0.9005,2773.2,5.71,8.9,11.3,12.07,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0304,15.8354,1.2034,25.9715,2.8392,1.612,2.124,1.8676,0.0349,3.687,0.0206,1.7517,42.226,0.8268,2873.1,5.65,9.56,11.7,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0305,11.1368,1.7018,28.7811,2.8101,2.2539,1.9573,1.7768,0.0439,3.8852,0.0209,2.2513,42.5169,0.8641,2534.4,5.98,8.66,7.9,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0306,13.8051,1.9121,17.0391,3.0267,1.5866,2.0057,2.0791,0.0364,3.7589,0.0185,1.7978,51.8943,1.0397,2305.7,5.55,8.45,9,12.09,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0307,12.7875,4.0363,20.6131,3.212,1.9548,1.9526,2.0316,0.0481,3.6241,0.0214,1.8294,46.8625,1.0267,2017.3,6.3,7.7,5.8,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0308,10.4585,3.271,24.6918,2.3999,1.7191,1.8902,1.434,0.0368,3.8196,0.0148,1.5124,47.9008,0.8512,2494.1,6.45,9.4,9.5,11.53,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0309,12.9126,1.7914,18.129,3.1042,2.0021,1.8093,1.8663,0.0332,3.6679,0.0192,1.8184,51.9111,0.9353,2394.3,6.02,8.59,7.7,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0310,12.2426,1.9818,26.2388,2.8612,2.0856,1.9605,1.8257,0.0419,3.5321,0.0176,1.9191,44.476,0.8171,2746.6,6.17,8.88,9.7,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0311,13.3449,3.2385,18.0197,2.8049,2.0341,1.8776,1.9517,0.0352,3.2158,0.0181,1.7739,50.8401,0.8456,2310.9,6.04,8.15,6.9,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0312,14.3392,2.9654,21.4771,3.2423,1.7469,1.7455,1.9495,0.0386,3.8135,0.0201,1.9098,45.8006,0.9515,2490.8,6.67,8.41,6.7,11.88,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0313,15.3279,1.2195,22.456,2.7405,1.7711,1.504,1.8069,0.0298,3.5306,0.0184,1.567,47.2914,0.737,2903.2,5.9,9.24,10.5,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0314,16.4327,0.7897,19.0082,2.6691,1.9318,1.8896,1.6551,0.0349,3.4368,0.017,1.8148,49.4668,0.8532,2386.2,5.77,8.42,9.1,12.31,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0315,10.2459,1.63,20.6016,2.9203,2.1053,2.1523,2.1445,0.0372,4.1051,0.0183,1.6874,51.5231,0.8288,1868.5,6.22,7.66,6.8,11.7,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0316,12.5283,3.3853,21.6924,2.9744,2.1526,2.132,2.31,0.037,4.227,0.0208,2.2663,45.19,1.0838,2231.3,5.93,7.9,6.4,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0317,13.8203,3.4211,23.4501,2.945,1.8994,1.6344,1.7374,0.0377,3.5624,0.0171,1.8911,44.7082,0.8758,2632.1,6.28,8.56,9.2,11.79,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0318,14.1614,2.9246,23.7785,2.3178,1.823,1.9228,1.7881,0.0365,3.4515,0.0176,1.5035,45.5106,0.7641,2868.9,6.16,8.82,9.7,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0319,14.2192,3.0236,18.2718,2.4202,1.6361,2.038,1.8463,0.0363,3.2296,0.0191,2.0329,50.2768,0.95,2465.5,6.49,8.35,8,12.06,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0320,12.6743,2.9286,22.588,2.2578,1.8237,1.5883,1.7743,0.0324,3.915,0.0158,1.5903,48.0813,0.7302,2819,6.45,9.22,12,11.8,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0321,14.864,1.0149,25.2672,3.363,2.2005,1.9228,1.6882,0.0376,4.3006,0.0208,1.9346,42.4281,0.9578,2726.4,5.63,9.12,11.6,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0322,13.4986,0.7837,28.2001,2.7316,1.8882,1.8183,2.0049,0.0399,4.0473,0.0177,1.7957,42.1791,0.9948,2803.5,5.5,9.24,8.5,11.8,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0323,9.3412,2.5348,24.5109,2.4376,1.7183,1.9388,1.959,0.0325,3.5732,0.016,1.5497,49.4235,0.9646,2280.4,6.31,8.62,6.8,11.49,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0324,10.1857,3.0114,23.7198,2.5799,1.7208,1.7186,1.6461,0.039,4.1845,0.0162,1.6416,48.4962,1.0402,1986.5,5.96,8.16,8.2,11.55,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0325,9.2678,2.8129,23.1473,2.7883,1.9465,1.9103,1.6548,0.0347,3.2227,0.0161,1.9109,50.2542,1.0334,2008.3,6.59,8.15,8.8,11.5,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0326,14.2877,2.6297,24.6281,2.2863,1.8889,1.9434,1.6455,0.0366,3.3206,0.02,1.5122,45.0099,0.7912,2992,6.28,9.09,8.7,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0327,16.3432,1.2455,18.6195,3.051,1.8877,2.1205,1.6873,0.0394,3.4722,0.0169,1.9912,48.5098,1.0158,2401.2,6.03,8.5,8.5,12.26,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0328,12.6909,1.6482,22.8912,3.1456,1.9044,2.3135,1.9126,0.046,3.625,0.0215,2.3084,46.3195,1.1731,2290.6,5.78,8.46,9.6,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0329,12.6272,1.7917,20.9782,2.9405,1.9345,2.1441,2.3894,0.0392,3.9028,0.0229,1.9954,48.2464,0.9877,1929.3,6.39,8.23,8.2,11.89,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0330,14.217,2.5174,19.4876,2.3771,1.8145,2.0547,1.8774,0.0404,4.2206,0.0165,1.9448,48.38,1.0519,2545.9,6.3,8.71,8.9,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0331,15.0277,1.6536,22.233,2.5541,1.7067,1.6402,1.8759,0.0393,3.9382,0.0157,1.9347,46.5758,0.8051,2834.1,6.13,9.13,11.3,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0332,14.3021,1.3372,24.1561,2.3358,1.7462,1.883,1.6214,0.0398,3.3396,0.019,1.7624,46.6571,0.8002,2805.2,6.14,9.27,9.7,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0333,15.2183,3.1888,20.6371,2.804,1.5296,1.9633,1.9565,0.0309,3.2279,0.0151,1.5997,47.0016,0.8273,2725.8,6.5,9,10.3,11.97,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0334,11.5661,1.012,25.8877,2.8537,1.6217,1.5116,1.5046,0.0308,3.555,0.0196,1.7337,47.8498,0.8536,2836.4,5.82,9.36,10.1,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0335,14.5005,0.8071,21.4538,2.9113,2.2067,1.9061,2.1029,0.0376,4.1832,0.0198,2.1436,46.7369,0.9905,2639,5.73,8.36,7.4,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0336,15.7384,1.6721,23.8454,2.6708,2.2544,2.1901,2.1973,0.0385,4.2741,0.0177,1.6891,42.3958,1.0163,2564.9,6.03,9.11,10.4,12.02,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0337,14.6994,1.9654,25.0085,2.5765,2.0427,1.9168,1.7052,0.0344,3.8779,0.0205,1.82,43.2962,1.0364,2991,5.83,8.98,10,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0338,13.2993,1.6119,26.5268,2.6415,1.764,1.8065,1.993,0.0386,3.4911,0.0189,1.8174,44.187,0.804,2966.8,5.98,8.98,10.7,11.79,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0339,16.6393,2.2784,24.1575,2.8698,1.6789,1.8185,1.6617,0.0392,3.7176,0.0205,1.7305,42.4702,0.9179,2893.6,6.31,9.23,8.1,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0340,9.6083,3.5535,23.4019,2.5267,1.8467,1.5894,2.052,0.0325,3.7606,0.0166,1.9179,48.7469,0.947,2006.6,6.34,8.68,8.6,11.5,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0341,10.8867,3.596,20.5927,2.9149,1.9172,1.6596,1.6743,0.0339,3.5362,0.0167,1.5548,50.5818,1.0351,2027.1,6.36,8.04,7.5,11.61,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0342,10.7596,3.1354,24.2295,2.4714,1.9783,1.7988,1.833,0.0413,4.1723,0.0185,2.1641,46.3658,1.0319,2185,6.16,8.71,9.9,11.62,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0343,16.2909,3.4586,21.2739,3.3759,1.7141,1.7736,2.0041,0.0405,4.1361,0.0169,2.2555,42.7749,0.8848,2601.5,6.47,8.69,9.7,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0344,15.0957,0.5874,22.3088,2.6981,1.8203,1.5871,1.9216,0.0365,3.9313,0.0181,1.6293,47.545,0.8209,2718,5.67,9.04,10.3,12.09,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0345,14.4185,1.4029,26.5466,3.1556,2.1965,1.9217,1.8946,0.0413,3.4176,0.0195,1.9472,42.1013,0.9367,2825,6.04,9.24,10.2,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0346,10.409,2.618,21.4478,3.1393,1.7721,2.0063,1.7732,0.041,4.2836,0.0171,2.1377,49.4997,0.8552,1974.6,6.38,7.9,7.6,11.64,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0347,10.038,2.1479,25.7054,3.1397,1.8584,2.101,1.8708,0.0358,4.0886,0.0185,1.8353,46.1389,1.0218,2363.5,6.09,8.61,6.7,11.51,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0348,13.7843,1.3332,26.0212,2.8243,1.7964,1.6676,1.7424,0.0429,3.56,0.017,1.8683,44.5288,0.8135,2692.1,5.57,9.16,11.4,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0349,12.3335,3.5268,20.4627,2.5273,1.6768,1.7936,1.9581,0.0331,3.8614,0.0156,1.7724,49.1744,0.8644,2383,6.37,8.17,8,11.79,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0350,14.395,1.5234,22.5915,2.4032,1.9003,1.5043,1.5306,0.0338,2.9631,0.0154,1.9195,48.4042,0.8156,2941.7,6.23,9.25,9.8,12.02,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0351,14.8115,3.8437,20.5429,3.0599,1.6791,1.715,1.6511,0.0446,4.2314,0.0211,1.9454,45.586,0.8684,2395.9,6.54,8.34,9.9,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0352,10.4922,0.6533,18.9969,2.8844,2.2327,2.0574,2.1549,0.0391,3.7879,0.0174,2.1988,53.5953,0.8896,1951,5.95,7.28,4.9,11.9,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0353,15.0403,2.5037,19.1149,2.6782,1.8622,1.7667,2.205,0.0439,3.6611,0.0226,1.8421,48.3092,0.9501,2353.7,5.71,7.92,6.4,12.09,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0354,18.0182,0.7957,19.8445,2.6158,2.0901,1.7449,2.2173,0.0404,4.0607,0.0205,1.8151,45.7845,0.9523,2455.6,5.75,8.37,9.2,12.37,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0355,11.2596,1.1124,26.7844,3.1778,2.2038,2.2981,2.1485,0.0364,3.7503,0.0224,1.8543,44.2743,1.0777,2261,5.77,8.74,9.6,11.64,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0356,17.3491,1.4594,21.7534,2.8733,1.7077,1.9713,1.7504,0.0383,3.77,0.0213,2.1529,44.2055,0.9472,2616.5,6.14,8.63,10,12.21,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0357,12.2252,1.9594,20.4438,3.3052,1.8808,2.4312,2.3005,0.041,4.3438,0.0238,2.1563,47.8666,1.0223,2073.1,6.22,8.04,7.5,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0358,16.1894,3.5182,18.0643,2.8692,2.024,2.0333,1.9482,0.034,4.1124,0.0201,1.6534,46.682,0.8516,2381.9,6.8,8.77,10.7,12.1,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0359,15.6548,1.2499,18.2393,3.1106,1.6827,2.1431,2.0687,0.0375,4.2937,0.0165,1.7651,48.8425,0.8957,2565.2,5.75,8.99,11,12.21,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0360,11.6969,3.141,18.4188,2.9831,1.8452,1.9536,1.9272,0.033,3.6971,0.0201,1.7743,51.6169,0.8926,2149.1,6.33,8.13,7.8,11.78,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0361,15.7418,3.3409,20.626,2.4386,1.9832,1.7529,2.0157,0.0365,3.6996,0.0201,1.7924,45.6577,0.8945,2534.8,6.36,8.89,11.1,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0362,13.5575,2.7513,20.281,2.6742,2.1587,2.0384,1.9545,0.0399,3.2811,0.0198,1.9158,48.413,0.9149,2501.6,6.14,8.39,8.2,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0363,9.7471,2.8752,23.1431,2.8462,1.7467,2.0315,1.7042,0.0343,3.7405,0.0177,1.7492,49.3752,0.9891,2027.8,6.2,8.24,7.5,11.52,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0364,14.9108,2.1959,22.1629,2.1368,1.6807,1.4397,1.7063,0.0377,3.813,0.0169,1.6506,47.3693,0.8793,2876.8,6.21,9.29,9.3,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0365,13.9118,2.63,22.719,2.7508,2.0416,2.2413,2.1396,0.0388,4.6115,0.0229,1.8615,43.9378,1.0935,2522.5,6.11,8.51,8.7,11.88,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0366,10.5823,1.9115,22.5748,2.697,1.8963,1.6509,1.8021,0.031,3.4438,0.019,1.8702,50.6962,0.8249,2399.3,6.3,8.14,7.3,11.69,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0367,14.963,3.4815,19.7675,3.2259,1.6786,2.1595,1.8348,0.0365,3.882,0.0219,1.6716,46.2066,1.0704,2472.5,6.07,8.2,6.3,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0368,16.1979,2.9833,22.4982,3.2161,1.8506,1.6222,1.7367,0.0367,3.3552,0.0212,2.0198,43.5017,0.9605,2794.9,6.38,9.06,11.5,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0369,14.7578,2.2881,22.4434,2.4175,1.6179,1.8384,1.6959,0.0312,3.8882,0.0157,1.8744,46.0923,1.0393,2795.4,6.44,8.79,9.7,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0370,15.6686,1.7985,19.041,2.9341,1.5819,1.8038,1.6941,0.0301,3.327,0.0162,1.8407,49.453,0.811,2670.4,6.34,8.71,9.8,12.16,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0371,14.5097,3.7224,25.3941,3.2328,1.9215,1.6921,1.9278,0.034,3.9294,0.019,1.982,40.7669,0.8683,2747.5,6.22,9.17,8.7,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0372,15.5907,2.6315,21.4129,2.8962,1.8158,2.2612,1.764,0.0382,3.4033,0.0182,2.1508,45.1503,0.867,2619.7,6.27,8.55,8.9,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0373,16.7445,2.9069,18.5266,3.2368,2.1953,2.1676,1.9942,0.0366,4.3904,0.0212,2.276,44.5913,0.9127,2480.1,6.25,8.59,10,12.17,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0374,15.2487,2.2652,26.2632,3.0834,1.5542,1.5904,1.6861,0.0383,4.0698,0.018,1.8811,41.3069,0.9947,3022.2,6.21,9.21,14,11.86,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0375,10.3289,1.9472,20.3785,2.7959,1.8994,1.5788,1.9968,0.0394,3.555,0.016,1.9934,52.6169,0.8537,2046,5.87,7.95,7.2,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0376,11.3716,2.6282,21.8779,2.5645,1.7276,1.8029,1.5076,0.0309,3.9448,0.0155,1.8798,49.8247,0.8241,2347.7,6.18,8.83,9.9,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0377,14.8927,1.9352,22.9391,2.5164,1.7602,2.1091,1.9132,0.0365,3.745,0.0215,2.0849,45.1875,0.8587,2686.7,6.29,8.83,12.2,12.01,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0378,13.9396,1.7407,26.1267,2.8509,1.6704,1.6774,1.9083,0.0427,3.5578,0.021,2.0369,43.6153,0.8124,2821,5.95,9.15,9.3,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0379,13.2219,2.8933,18.2651,2.751,1.8786,1.9101,2.0672,0.034,4.1225,0.02,1.9186,49.999,0.9186,2293.5,6.72,8.31,8.4,11.96,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0380,11.1498,3.2327,21.984,2.3055,1.7289,1.8903,1.9102,0.035,3.9264,0.0163,1.7082,49.1305,0.982,2408.9,6.19,8.8,9,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0381,11.4122,1.9358,20.1276,2.7187,1.7058,1.7985,1.9572,0.0376,3.655,0.0206,2.1418,51.5796,0.9095,2195.1,6.01,8.01,6.1,11.84,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0382,15.268,1.3333,17.3989,2.475,2.0546,1.9294,1.7176,0.0377,3.7407,0.0194,1.7065,51.4443,0.8744,2392.8,5.87,8.1,7.4,12.27,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0383,14.2601,1.1712,22.8256,2.8596,1.7799,1.8737,1.8323,0.0334,3.8187,0.0164,1.7848,46.9023,0.842,2711.7,6.34,9.02,10.8,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0384,15.7602,0.8555,19.0161,2.9167,2.0075,2.0258,1.7832,0.0321,3.5913,0.0168,1.7152,49.4813,0.7984,2589.6,5.75,8.64,9.2,12.23,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0385,12.4638,0.8882,28.9918,3.2159,1.9392,1.8002,2.2182,0.0374,3.5267,0.02,2.2243,41.7698,0.9044,2614.3,5.84,9.08,11.6,11.7,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0386,16.2278,2.6291,17.0704,3.112,1.7575,1.6922,1.8388,0.034,3.1664,0.0154,1.7801,49.7529,0.9233,2511.3,6.26,8.43,7.5,12.19,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0387,14.5347,3.2725,26.4152,2.4538,1.9822,1.6871,1.5721,0.0395,3.7027,0.016,1.7413,41.6303,0.9525,3005.8,6.4,9.5,11.2,11.79,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0388,13.417,2.2376,21.1021,3.1049,2.1545,2.1917,2.114,0.0428,3.9322,0.0213,1.8226,46.9441,0.9152,2460,6.14,8.04,7.3,11.88,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0389,11.3687,2.5207,19.6976,2.793,1.9309,2.0858,2.0661,0.046,4.5197,0.0206,2.0032,49.8069,1.1408,1911.5,6.08,7.79,5.8,11.8,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0390,14.9321,3.0123,22.6781,2.552,1.7209,1.9543,1.9494,0.0313,3.7401,0.0156,1.5634,45.0197,0.8308,2898.6,6.69,9.44,9.9,11.92,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
